property_id,location,rent (€),rent_frequency,monthly_rent (€),number_of_bedrooms,number_of_bathrooms,property_type,county,Density per sq km,Average Income (€),monthly_rent_scaled,bedrooms_scaled,bathrooms_scaled,density_scaled,income_scaled
1e167a8d-ffbb-4f39-b84e-72914e795d4b,"Raglan Road, Ballsbridge, Dublin 4",2200.0,month,2200.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,0.09101548435035264,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
17cd8cd8-ee78-4ae8-9595-355fbe5b5934,"Dublin 4 Raglan Road, Donnybrook, Dublin 4",2200.0,month,2200.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,0.09101548435035264,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
5dd4fd53-9f98-426b-ab73-fc164113ac70,"10 leinster cottages maynooth, Maynooth, Co. Kildare",2200.0,month,2200.0,3.0,2.0,House,Kildare,146.2,55861.0,0.09101548435035264,0.485161241437069,0.2769643587476342,-0.8601049529957009,0.20897404752735166
1aaf3964-59ec-438f-8750-987579a3b1e1,"Danesfort Court,Loughrea,Co. Galway, Caheronaun, Co. Galway",2200.0,month,2200.0,4.0,3.0,House,Galway,45.1,48765.0,0.09101548435035264,1.3116339470361023,1.3604656315367458,-0.9941765548598955,-0.7962469736061867
cb2fa0eb-1d48-4657-bf77-40c67b99cf41,"10 leinster cottages maynooth, Maynooth, Co. Kildare",2200.0,month,2200.0,3.0,2.0,House,Kildare,146.2,55861.0,0.09101548435035264,0.485161241437069,0.2769643587476342,-0.8601049529957009,0.20897404752735166
8c703847-24cb-44ce-9e0f-8bded9a5087a,"Danesfort Court,Loughrea,Co. Galway, Caheronaun, Co. Galway",2200.0,month,2200.0,4.0,3.0,House,Galway,45.1,48765.0,0.09101548435035264,1.3116339470361023,1.3604656315367458,-0.9941765548598955,-0.7962469736061867
479ff67b-73a9-470f-a471-a89a496af8bf,"Boherkyle, Ballysimon, Co. Limerick",2200.0,month,2200.0,3.0,2.0,House,Limerick,76.0,49272.0,0.09101548435035264,0.485161241437069,0.2769643587476342,-0.9531991809963583,-0.724425234920349
73047118-093b-429b-b1e1-4deafdc8f712,"Hillcroft Close, Saint Patrick'S Road, Singland, Co. Limerick",2200.0,month,2200.0,3.0,1.0,House,Limerick,76.0,49272.0,0.09101548435035264,0.485161241437069,-0.8065369140414774,-0.9531991809963583,-0.724425234920349
b02c02e5-d9a4-4ee7-8008-f7f0bdb76b4b,"27 Fort Hill, Moneygurney, Rochestown, Co. Cork",2200.0,month,2200.0,2.0,2.0,Apartment,Cork,77.5,52284.0,0.09101548435035264,-0.3413114641619641,0.2769643587476342,-0.9512099880903614,-0.2977446098281538
e8080fba-b096-492d-9764-e9ae46902cd6,"Blessington Street, Dublin 7, Phibsborough, Dublin 7",2200.0,month,2200.0,2.0,1.0,Apartment,Dublin,1581.5,60804.0,0.09101548435035264,-0.3413114641619641,-0.8065369140414774,1.0432874323225838,0.9092005846557452
88ad6479-30da-4ca7-8258-1aafe99942d2,"Mountjoy Square West, Dublin 1",2200.0,month,2200.0,2.0,1.0,Apartment,Dublin,1581.5,60804.0,0.09101548435035264,-0.3413114641619641,-0.8065369140414774,1.0432874323225838,0.9092005846557452
eab03530-cea3-4d43-bdc7-323508de79c6,"Apartment 6, 18 Richmond Hill, Rathmines, Dublin 6",2200.0,month,2200.0,2.0,1.0,Apartment,Dublin,1581.5,60804.0,0.09101548435035264,-0.3413114641619641,-0.8065369140414774,1.0432874323225838,0.9092005846557452
2f34abeb-07ea-4101-b017-a01d3ff7ebbe,"Garadice, Kilcock, Garadice, Co. Meath",2200.0,month,2200.0,3.0,2.0,House,Meath,94.3,53018.0,0.09101548435035264,0.485161241437069,0.2769643587476342,-0.9289310275431956,-0.19376599800289773
63b8fc1f-d5c1-495c-a14c-cc62c46008db,"36 The Meadows, Moyglare Hall, Maynooth, Maynooth, Co. Kildare",2200.0,month,2200.0,2.0,3.0,House,Kildare,146.2,55861.0,0.09101548435035264,-0.3413114641619641,1.3604656315367458,-0.8601049529957009,0.20897404752735166
6e6f3061-27a8-4c9a-b346-e49eb7fa6379,"Ard Shee, Blackrock, Blackrock, Co. Louth",2200.0,month,2200.0,3.0,3.0,House,Louth,169.1,45905.0,0.09101548435035264,0.485161241437069,1.3604656315367458,-0.8297366079641474,-1.2013952431160402
1f4fa1d8-3e37-4f97-bb9e-b99c63e62544,"The Lodge, Stirling, Clonee, Co. Meath",2200.0,month,2200.0,2.0,3.0,House,Meath,94.3,53018.0,0.09101548435035264,-0.3413114641619641,1.3604656315367458,-0.9289310275431956,-0.19376599800289773
c237dac7-7a3c-4b4c-ad23-fa313ef8dd79,"Seafort Parade, Blackrock, Booterstown, Co. Dublin",2200.0,month,2200.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,0.09101548435035264,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
0e1504ed-3346-4105-bb7b-446ceca2320b,"Ashton Grove, Ashton Broc, Swords, Co. Dublin",2200.0,month,2200.0,2.0,2.0,House,Dublin,1581.5,60804.0,0.09101548435035264,-0.3413114641619641,0.2769643587476342,1.0432874323225838,0.9092005846557452
b122153d-6ffb-4e21-b007-d31bbc1b1588,"73 Russell Avenue East, Dublin 3, North Wall, Dublin 1",2200.0,month,2200.0,1.0,1.0,House,Dublin,1581.5,60804.0,0.09101548435035264,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
7b7d5b4f-5046-4ade-ad64-e410aab1ad3f,"45 Steeplechase Court, Ratoath, Co. Meath",2200.0,month,2200.0,2.0,2.0,Apartment,Meath,94.3,53018.0,0.09101548435035264,-0.3413114641619641,0.2769643587476342,-0.9289310275431956,-0.19376599800289773
6ecc7fb1-9992-43ec-8d24-a51ae9edda70,"114 Ballin Rí, Collins Lane, Tullamore, Co. Offaly",2200.0,month,2200.0,3.0,3.0,House,Offaly,41.6,44108.0,0.09101548435035264,0.485161241437069,1.3604656315367458,-0.9988180049738884,-1.455958683783595
5545944f-6ae1-4538-860b-09b65d61e18a,"Ringnanean Cottage, Ringnanean, Oysterhaven, Co. Cork",2200.0,month,2200.0,2.0,3.0,House,Cork,77.5,52284.0,0.09101548435035264,-0.3413114641619641,1.3604656315367458,-0.9512099880903614,-0.2977446098281538
05837253-afb9-49c7-ad78-940dacf46fec,"Apartment 78 , The Plaza, Ballymun, Dublin 9",2200.0,month,2200.0,2.0,2.0,Apartment,Dublin,1581.5,60804.0,0.09101548435035264,-0.3413114641619641,0.2769643587476342,1.0432874323225838,0.9092005846557452
77d424c4-b3db-441c-b702-a7947bd78f44,"Apartment 78 , The Plaza, Ballymun, Dublin 9",2200.0,month,2200.0,2.0,2.0,Apartment,Dublin,1581.5,60804.0,0.09101548435035264,-0.3413114641619641,0.2769643587476342,1.0432874323225838,0.9092005846557452
2d8598db-823b-4557-8b8d-0612e9253e95,"114 Ballin Rí, Collins Lane, Tullamore, Co. Offaly",2200.0,month,2200.0,3.0,3.0,House,Offaly,41.6,44108.0,0.09101548435035264,0.485161241437069,1.3604656315367458,-0.9988180049738884,-1.455958683783595
629ce0e2-77d3-4226-bdc1-02c8daa5f49c,"Cherry Orchard Crescent, Cherry Orchard, Dublin 10",2200.0,month,2200.0,3.0,1.0,Apartment,Dublin,1581.5,60804.0,0.09101548435035264,0.485161241437069,-0.8065369140414774,1.0432874323225838,0.9092005846557452
4a9002f7-1f72-4c73-8172-372ec43ae7d0,"Millrace View, Saggart, Co. Dublin",2200.0,month,2200.0,2.0,1.0,Apartment,Dublin,1581.5,60804.0,0.09101548435035264,-0.3413114641619641,-0.8065369140414774,1.0432874323225838,0.9092005846557452
e4e0836f-df48-4b33-8df3-db13affd548f,"Swiftwood, Garters Lane, Saggart, Co. Dublin",2200.0,month,2200.0,2.0,2.0,Apartment,Dublin,1581.5,60804.0,0.09101548435035264,-0.3413114641619641,0.2769643587476342,1.0432874323225838,0.9092005846557452
9d459fd1-19ff-4ac3-a30c-c8a9fae5dbfd,"Temple Gardens, Northwood, Santry, Dublin 9",2200.0,month,2200.0,2.0,2.0,Apartment,Dublin,1581.5,60804.0,0.09101548435035264,-0.3413114641619641,0.2769643587476342,1.0432874323225838,0.9092005846557452
a2f2e5b2-f0ba-4074-a719-c24170aeaf4d,"Linden Court, Grove Avenue, Blackrock, Co. Dublin",2200.0,month,2200.0,2.0,1.0,Apartment,Dublin,1581.5,60804.0,0.09101548435035264,-0.3413114641619641,-0.8065369140414774,1.0432874323225838,0.9092005846557452
c7ab1b85-9114-429e-bbd0-55f07c79022f,"20 Ladywell Square, Dundalk, Dundalk, Co. Louth",2200.0,month,2200.0,5.0,3.0,House,Louth,169.1,45905.0,0.09101548435035264,2.1381066526351353,1.3604656315367458,-0.8297366079641474,-1.2013952431160402
96d8d575-b972-4269-9e67-c6af291aaacb,"Portlick Inn, Killeenmore, Glasson, Athlone, Glasson, Co. Westmeath",2200.0,month,2200.0,4.0,2.0,House,Westmeath,52.3,46782.0,0.09101548435035264,1.3116339470361023,0.2769643587476342,-0.9846284289111102,-1.0771592178152913
4214685a-048d-45c5-ba72-ee5c93a42c4f,"Fernbank, Churchtown Road Upper, Dundrum, Dublin 14",2205.0,month,2205.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,0.09768167915768106,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
6f14e49c-d0b1-4291-9e1a-5fcddeab2098,"Halcam Court, 61/61A Pembroke Road, Ballsbridge, Dublin 4",2213.0,month,2213.0,1.0,2.0,Apartment,Dublin,1581.5,60804.0,0.10834759084940651,-1.1677841697609972,0.2769643587476342,1.0432874323225838,0.9092005846557452
2ca1afd4-b54b-4174-bdfb-8e9234b1096a,"Grangeview Court, Clondalkin Dublin 22, Clondalkin, Dublin 22",2213.0,month,2213.0,4.0,2.0,House,Dublin,1581.5,60804.0,0.10834759084940651,1.3116339470361023,0.2769643587476342,1.0432874323225838,0.9092005846557452
26e527d2-e509-448d-91aa-bfed4f6f0d8e,"Apartment 8, Wellington Court, Dublin 7",2224.0,month,2224.0,2.0,2.0,Apartment,Dublin,1581.5,60804.0,0.12301321942552901,-0.3413114641619641,0.2769643587476342,1.0432874323225838,0.9092005846557452
88afd185-37de-40b7-bce7-5e1c9f62de88,"Clooniffe, Moycullen, Co. Galway",2229.0,month,2229.0,4.0,5.0,House,Galway,45.1,48765.0,0.12967941423285742,1.3116339470361023,3.5274681771149687,-0.9941765548598955,-0.7962469736061867
ac5bf306-e362-419f-878e-f24717a870ab,"Apartment 55 , The Waterfront, Hanover Quay, Dublin 2",2230.0,month,2230.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,0.1310126531943231,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
fbd34d48-5e70-4dc3-833e-0b189de8bd03,"55 Thomas Street, Dublin 8",2230.0,month,2230.0,2.0,1.0,Apartment,Dublin,1581.5,60804.0,0.1310126531943231,-0.3413114641619641,-0.8065369140414774,1.0432874323225838,0.9092005846557452
18c949be-bf8c-493b-91b1-513d1c85d6da,"Finn Street, Dublin 7",2231.0,month,2231.0,2.0,1.0,Apartment,Dublin,1581.5,60804.0,0.13234589215578876,-0.3413114641619641,-0.8065369140414774,1.0432874323225838,0.9092005846557452
80ee362c-7f39-4174-9516-5cda238cf07f,"Arasain Na Mara, Grattan Road, Galway City Centre",2235.0,month,2235.0,2.0,1.0,Apartment,Galway,45.1,48765.0,0.1376788480016515,-0.3413114641619641,-0.8065369140414774,-0.9941765548598955,-0.7962469736061867
d38fb15a-5c42-46da-82a1-d4b658bda1a3,"Main Street, Leixlip, Co. Kildare",2237.0,month,2237.0,2.0,1.0,Apartment,Kildare,146.2,55861.0,0.14034532592458288,-0.3413114641619641,-0.8065369140414774,-0.8601049529957009,0.20897404752735166
d33f505e-1f70-4444-b19a-cd736bc4b7de,"Stanhope Street, Dublin 7",2244.0,month,2244.0,2.0,1.0,House,Dublin,1581.5,60804.0,0.14967799865484263,-0.3413114641619641,-0.8065369140414774,1.0432874323225838,0.9092005846557452
2f438cdc-cd0b-4829-8088-032dd645f06e,"Type B , Glenamuck Road, Dublin 18",2374.0,month,2374.0,2.0,2.0,Apartment,Dublin,1581.5,60804.0,0.3229990636453813,-0.3413114641619641,0.2769643587476342,1.0432874323225838,0.9092005846557452
391a899a-df19-4929-8a78-fef69f945469,"Devil's Glen Equestrian Centre, Ashford Co Wicklow, Ballycullen, Co. Wicklow",2250.0,month,2250.0,4.0,1.0,Apartment,Wicklow,76.9,55361.0,0.15767743242363672,1.3116339470361023,-0.8065369140414774,-0.9520056652527602,0.13814393048017448
cd583bd9-62fc-4553-a4ea-54aded01193a,"Rathodge Ashbourne, Ashbourne, Co. Meath",2250.0,month,2250.0,3.0,3.0,House,Meath,94.3,53018.0,0.15767743242363672,0.485161241437069,1.3604656315367458,-0.9289310275431956,-0.19376599800289773
8bfde9bf-8311-4a6b-af1d-ec73928492a4,"Brighton Vale, Monkstown, Co. Dublin",2250.0,month,2250.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,0.15767743242363672,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
e6b93a78-08f2-4b8b-922d-46473f273981,"Trimleston, Hamlet Lane, Balbriggan, Co. Dublin, Balbriggan, Co. Dublin",2250.0,month,2250.0,2.0,1.0,Apartment,Dublin,1581.5,60804.0,0.15767743242363672,-0.3413114641619641,-0.8065369140414774,1.0432874323225838,0.9092005846557452
7da44a55-9c73-422f-8ba8-d1c18e6dabf6,"PENTHOUSE APT Smithfield Market, Smithfield, Dublin 7",2250.0,month,2250.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,0.15767743242363672,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
fad5fdcb-a6d1-418e-8e9c-f5177dbeb270,"8 Mount Andrew Court, Lucan, Co. Dublin",2250.0,month,2250.0,2.0,1.0,Apartment,Dublin,1581.5,60804.0,0.15767743242363672,-0.3413114641619641,-0.8065369140414774,1.0432874323225838,0.9092005846557452
b1a50382-cc95-455d-b1c6-397d83c35163,"Apartment 13, Grove House, 36 Grove Road, Rathmines, Dublin 6",2250.0,month,2250.0,2.0,2.0,Apartment,Dublin,1581.5,60804.0,0.15767743242363672,-0.3413114641619641,0.2769643587476342,1.0432874323225838,0.9092005846557452
386051e7-9eb9-44c5-b69d-5ecc0b204df6,"Manor House, Church Road, Malahide, Co. Dublin",2250.0,month,2250.0,2.0,2.0,Apartment,Dublin,1581.5,60804.0,0.15767743242363672,-0.3413114641619641,0.2769643587476342,1.0432874323225838,0.9092005846557452
3a48398d-677e-4949-9ed9-dc3ddeb00c4d,"Apartment 1 , 228 Harold'S Cross Road, Harold's Cross, Dublin 6W",2250.0,month,2250.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,0.15767743242363672,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
e2b6abcb-5208-4e1c-b944-7b8e84e9f641,"Clayton building, The Gas works, Grand Canal Dock, Dublin 2",2250.0,month,2250.0,2.0,2.0,Apartment,Dublin,1581.5,60804.0,0.15767743242363672,-0.3413114641619641,0.2769643587476342,1.0432874323225838,0.9092005846557452
3b84df10-1a93-4488-87ec-63dcc2c3fc45,"Apartment 9 , Willsbrook, Dooradoyle, Limerick, Dooradoyle, Co. Limerick",2250.0,month,2250.0,2.0,1.0,Apartment,Limerick,76.0,49272.0,0.15767743242363672,-0.3413114641619641,-0.8065369140414774,-0.9531991809963583,-0.724425234920349
12b18c69-d7c8-48a9-b5fa-5c81dfd71741,"Golf Lane, Carrickmines, Carrickmines, Dublin 18",2250.0,month,2250.0,2.0,1.0,House,Dublin,1581.5,60804.0,0.15767743242363672,-0.3413114641619641,-0.8065369140414774,1.0432874323225838,0.9092005846557452
cb7f656d-4388-4a10-a5e9-c60d68fa7513,"The Burrow, Corbally Road, Corbally, Co. Limerick",2250.0,month,2250.0,3.0,1.0,House,Limerick,76.0,49272.0,0.15767743242363672,0.485161241437069,-0.8065369140414774,-0.9531991809963583,-0.724425234920349
f13b1696-d50f-4c6e-880d-7235a0821b82,"4 Abbotts Way, Blackabbey Gate, Adare, Co. Limerick",2250.0,month,2250.0,3.0,3.0,House,Limerick,76.0,49272.0,0.15767743242363672,0.485161241437069,1.3604656315367458,-0.9531991809963583,-0.724425234920349
e21a65ba-5772-4eff-9eb6-e401972f11d9,"2/3 Wilton Place, Dublin 2",2250.0,month,2250.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,0.15767743242363672,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
da00b264-dc60-4cf9-8e05-42e2bb6ab82d,"Latchford Square, Castaheany, Ongar, Dublin 15",2250.0,month,2250.0,2.0,2.0,Apartment,Dublin,1581.5,60804.0,0.15767743242363672,-0.3413114641619641,0.2769643587476342,1.0432874323225838,0.9092005846557452
b77be773-6ee0-4f19-b7ac-3780d14dc162,"23 Gordon Street, Dublin 4, Grand Canal Dock, Dublin 4",2250.0,month,2250.0,2.0,1.0,House,Dublin,1581.5,60804.0,0.15767743242363672,-0.3413114641619641,-0.8065369140414774,1.0432874323225838,0.9092005846557452
5ae37c8a-e629-4279-9bec-6c1833c1f3d8,"Barrington Street,Limerick, Limerick City Centre",2250.0,month,2250.0,1.0,1.0,Apartment,Limerick,76.0,49272.0,0.15767743242363672,-1.1677841697609972,-0.8065369140414774,-0.9531991809963583,-0.724425234920349
d52d388c-8db4-46f0-a441-b1f3280280aa,"20 Elgin Road, Ballsbridge, Ballsbridge, Dublin 4",2250.0,month,2250.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,0.15767743242363672,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
392e6660-1c6a-43e8-8696-d111fbdedc9a,"1 Larch Close, Bloomfield, Annacotty, Co. Limerick",2250.0,month,2250.0,3.0,3.0,House,Limerick,76.0,49272.0,0.15767743242363672,0.485161241437069,1.3604656315367458,-0.9531991809963583,-0.724425234920349
fbd366df-7bf9-4253-ba72-cddaf7a5971f,"Danehill, Phoenix Park Racecourse, Dublin 15",2250.0,month,2250.0,1.0,2.0,Apartment,Dublin,1581.5,60804.0,0.15767743242363672,-1.1677841697609972,0.2769643587476342,1.0432874323225838,0.9092005846557452
a6817b87-b78c-4e47-9ccb-d358b60a22d7,"Apartment 27 , The Oaks, Royal Canal Park, Dublin 15",2250.0,month,2250.0,2.0,2.0,Apartment,Dublin,1581.5,60804.0,0.15767743242363672,-0.3413114641619641,0.2769643587476342,1.0432874323225838,0.9092005846557452
d0b04178-8581-4967-a11c-debf51ff7aa8,"1 Beds  Griffith Wood, Griffith Avenue, Dublin 9, D09 EN0K., Drumcondra, Dublin 9",2253.0,month,2253.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,0.16167714930803379,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
903a2db3-b12c-4018-a0b3-c218fc1f60ae,"Ardilea Gate Lodge, Mount Anville Road, Mount Merrion, Co. Dublin",2260.0,month,2260.0,2.0,2.0,House,Dublin,1581.5,60804.0,0.17100982203829354,-0.3413114641619641,0.2769643587476342,1.0432874323225838,0.9092005846557452
6870fb1c-7bdd-4eb5-8b3e-4e62afead1da,"37 Rosemount Estate, Dundrum, Dublin 14",2260.0,month,2260.0,3.0,2.0,House,Dublin,1581.5,60804.0,0.17100982203829354,0.485161241437069,0.2769643587476342,1.0432874323225838,0.9092005846557452
5b381a4b-ed3c-4d85-919d-f7fe49d46d80,"Cairnbrook, Carrickmines, Dublin 18",2263.0,month,2263.0,2.0,2.0,Apartment,Dublin,1581.5,60804.0,0.17500953892269058,-0.3413114641619641,0.2769643587476342,1.0432874323225838,0.9092005846557452
68da8f04-19e8-4950-893c-b7f383f05550,"Apartment 22 The Bay, Elm Park, Merrion Road, Dublin 4",2273.0,month,2273.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,0.1883419285373474,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
b1fa0783-ddb9-4431-adda-2a048733ac67,"31 Church Hills Road, Coosan, Athlone, Co. Westmeath",2275.0,month,2275.0,4.0,3.0,House,Westmeath,52.3,46782.0,0.19100840646027878,1.3116339470361023,1.3604656315367458,-0.9846284289111102,-1.0771592178152913
3fe00180-1464-40e3-a182-75537b351eda,"8 River Lane Grove, Shankill, Dublin 18",2280.0,month,2280.0,3.0,2.0,House,Dublin,1581.5,60804.0,0.1976746012676072,0.485161241437069,0.2769643587476342,1.0432874323225838,0.9092005846557452
3a3fc45e-87b7-4a3b-b122-9b00f284674b,"Killary House, Leenane, Leenane, Co. Galway",525.0,week,2281.125,2.0,2.0,House,Galway,45.1,48765.0,0.19917449509925608,-0.3413114641619641,0.2769643587476342,-0.9941765548598955,-0.7962469736061867
d5f3bca5-92c4-4481-8991-4a208f751694,"Dundrum Road, Dundrum, Dublin 14",2290.0,month,2290.0,1.0,1.0,House,Dublin,1581.5,60804.0,0.211006990882264,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
b41ba64b-f4da-4a25-b2aa-1999607b882c,"Elmville, Harold's Cross Road, Dublin 6W, Harold's Cross, Dublin 6W",2295.0,month,2295.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,0.2176731856895924,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
25ed2179-911c-494a-bbe3-01e6d388af30,"Apt 38, Block A, The Weir, D20 KW11, Chapelizod, Dublin 20",2295.0,month,2295.0,2.0,2.0,Apartment,Dublin,1581.5,60804.0,0.2176731856895924,-0.3413114641619641,0.2769643587476342,1.0432874323225838,0.9092005846557452
97925b03-a22b-4646-b2cc-aed3990dcc21,"Portobello Quay, Portobello, Dublin 8",2295.0,month,2295.0,2.0,1.0,Apartment,Dublin,1581.5,60804.0,0.2176731856895924,-0.3413114641619641,-0.8065369140414774,1.0432874323225838,0.9092005846557452
c6c647e3-8922-491f-b148-8ae5494407b1,"Riverview House, The Grove, Faithlegg, Co. Waterford",2300.0,month,2300.0,4.0,2.0,House,Waterford,68.6,46308.0,0.22433938049692081,1.3116339470361023,0.2769643587476342,-0.9630125326659432,-1.1443061687760154
dba957da-36cc-4f6d-8e97-ac483d845422,"Langford Mill, Douglas Street, Cork City Centre",2300.0,month,2300.0,2.0,1.0,Apartment,Cork,77.5,52284.0,0.22433938049692081,-0.3413114641619641,-0.8065369140414774,-0.9512099880903614,-0.2977446098281538
aaef416a-4326-4e43-bc69-0150657cb6ce,"Father Russell Road, Limerick, Dooradoyle, Co. Limerick",2300.0,month,2300.0,1.0,2.0,Apartment,Limerick,76.0,49272.0,0.22433938049692081,-1.1677841697609972,0.2769643587476342,-0.9531991809963583,-0.724425234920349
49e04dbe-e767-4fe0-8c8e-456a34c0bce6,"Forest Park, Drogheda, Co. Louth, Drogheda, Co. Louth",2300.0,month,2300.0,3.0,1.0,House,Louth,169.1,45905.0,0.22433938049692081,0.485161241437069,-0.8065369140414774,-0.8297366079641474,-1.2013952431160402
15d8588b-393e-4393-bf95-c76dc27af7e0,"Bel-Air Holiday Village,Ashford,Wicklow, Ballinalea, Co. Wicklow",2300.0,month,2300.0,3.0,3.0,House,Wicklow,76.9,55361.0,0.22433938049692081,0.485161241437069,1.3604656315367458,-0.9520056652527602,0.13814393048017448
587e3320-bbfe-4c9a-b4e8-9b9d4274f7f9,"Grove Court, Grove Road, Dublin 15, Blanchardstown , Clonsilla, Dublin 15",2300.0,month,2300.0,2.0,1.0,Apartment,Dublin,1581.5,60804.0,0.22433938049692081,-0.3413114641619641,-0.8065369140414774,1.0432874323225838,0.9092005846557452
5e027a02-0619-4623-8023-89f76b47d48e,"1 Hazelwood Avenue, Foxwood, Waterford City Centre",2300.0,month,2300.0,4.0,3.0,House,Waterford,68.6,46308.0,0.22433938049692081,1.3116339470361023,1.3604656315367458,-0.9630125326659432,-1.1443061687760154
9fadc627-fbae-4540-a490-b0c880c1ce88,"Apartment 79 , Seapark, Mount Prospect Avenue, Dublin 3, D03PV06, Dublin 3",2300.0,month,2300.0,2.0,1.0,Apartment,Dublin,1581.5,60804.0,0.22433938049692081,-0.3413114641619641,-0.8065369140414774,1.0432874323225838,0.9092005846557452
55ec84e7-fb28-4886-8693-2b0fc5df83da,"Hillingdon Lodge, Caherass, Croom, Croom, Co. Limerick",2300.0,month,2300.0,4.0,1.0,House,Limerick,76.0,49272.0,0.22433938049692081,1.3116339470361023,-0.8065369140414774,-0.9531991809963583,-0.724425234920349
104cd71e-6fc2-4918-926a-f282c6c59a27,"The Pines, Herbert Park Lane, Ballsbridge, Dublin 4",2300.0,month,2300.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,0.22433938049692081,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
a72d92d9-f01d-4068-9a80-a64e923b13b0,"Marina Village, Malahide, Co. Dublin",2300.0,month,2300.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,0.22433938049692081,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
540dfe20-52d7-438c-9fb9-434c843658f7,"Apartment 225, Gort Na Coiribe, Headford Road, Co. Galway",2300.0,month,2300.0,2.0,2.0,Apartment,Galway,45.1,48765.0,0.22433938049692081,-0.3413114641619641,0.2769643587476342,-0.9941765548598955,-0.7962469736061867
33f2857b-8b38-400b-b6be-734d0ed51f75,"Apartment 7d , Belfield Court, Belfield, Dublin 4",2300.0,month,2300.0,2.0,1.0,Apartment,Dublin,1581.5,60804.0,0.22433938049692081,-0.3413114641619641,-0.8065369140414774,1.0432874323225838,0.9092005846557452
ddd80ded-6144-4007-8ff8-5c0c4e0de890,"Eugene Street, Dublin 8, The Coombe, Dublin 8",2300.0,month,2300.0,2.0,1.0,House,Dublin,1581.5,60804.0,0.22433938049692081,-0.3413114641619641,-0.8065369140414774,1.0432874323225838,0.9092005846557452
cd52a1d2-7c37-4eb9-80e5-79314ea4df53,"Harristown, Dunmore East, Woodstown, Co. Waterford",2300.0,month,2300.0,4.0,2.0,House,Waterford,68.6,46308.0,0.22433938049692081,1.3116339470361023,0.2769643587476342,-0.9630125326659432,-1.1443061687760154
a228705c-97c4-4744-b599-e6f2cea5bfc1,"B8 , Garden Apartments, Devoy Quarter, John Devoy Road, W91EW81, Naas, Co. Kildare",2300.0,month,2300.0,3.0,3.0,Apartment,Kildare,146.2,55861.0,0.22433938049692081,0.485161241437069,1.3604656315367458,-0.8601049529957009,0.20897404752735166
4ba70076-1d36-4abb-bf25-d13e12d376ad,"Apartment 7d , Belfield Court, Belfield, Dublin 4",2300.0,month,2300.0,2.0,1.0,Apartment,Dublin,1581.5,60804.0,0.22433938049692081,-0.3413114641619641,-0.8065369140414774,1.0432874323225838,0.9092005846557452
ca948ed2-8fc0-425f-a69e-e769fd9d985d,"Apartment 29, Harbour Point, Longford Town, Co. Longford",2300.0,month,2300.0,3.0,2.0,Apartment,Longford,42.9,41418.0,0.22433938049692081,0.485161241437069,0.2769643587476342,-0.9970940377886911,-1.837024713497408
0bcfb2ca-64a3-4cf3-9df2-d406058ae496,"Gort na Null, Sixmilebridge, Co. Clare",2300.0,month,2300.0,3.0,3.0,House,Clare,37.1,48576.0,0.22433938049692081,0.485161241437069,1.3604656315367458,-1.0047855836918793,-0.8230207578500197
854d702e-8379-4b6d-a28e-c125055bd4e9,"Eugene Street, Dublin 8, The Coombe, Dublin 8",2300.0,month,2300.0,2.0,1.0,House,Dublin,1581.5,60804.0,0.22433938049692081,-0.3413114641619641,-0.8065369140414774,1.0432874323225838,0.9092005846557452
